loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,tenure_months,emi_amount,disbursement_date,paid_emis,outstanding_balance,loan_status,late_payment_count,collateral_type,application_channel,processing_fee,insurance_taken,co_applicant,foreclosure_flag,npa_flag,last_payment_date,bank_name,bank_type,bank_tier,sanctioned_by_branch,loan_account_no,loan_approval_date,rbi_classification,disbursement_mode,loan_purpose,swift_code
LN0007774,CUST004420,Education Loan,7484815.07,11.81,120,106564.86,30-09-2018,47,4553262.5,Defaulted,5,Fixed Deposit,Branch,101819.69,Yes,Yes,,Yes,07-11-2023,Indian Bank,Public Sector,Tier-2,IDIB0007032,LA3380249842,16-09-2018,Doubtful,RTGS,Postgraduate,IDIBBINN
LN0007775,CUST004666,Gold Loan,8679859.43,8.51,240,75380.78,14-03-2020,195,1627473.64,Under Review,1,,Referral,90900.66,Yes,Yes,No,No,24-03-2023,ICICI Bank,Private Sector,Tier-1,ICIC0001885,LA3198980110,14-03-2020,Standard,IMPS,Agriculture,ICICINBB
LN0007776,CUST007791,Business Loan,1686799.31,15.4,60,40483.88,31-03-2016,20,1124532.87,Closed,12,Property,Branch,8563.5,Yes,Yes,Yes,No,01-08-2023,Central Bank of India,Public Sector,Tier-2,CBIN0009831,LA8488421290,27-03-2016,Standard,Cheque,Working Capital,CBININBB
LN0007777,CUST001009,Gold Loan,9123553.41,18.25,84,193096.59,23-10-2019,35,5322072.82,Active,4,,Mobile App,170902.74,No,Yes,Yes,No,12-02-2023,Axis Bank,Private Sector,Tier-1,UTIB0000331,LA4583430313,18-10-2019,Standard,Direct Credit,Personal Need,AXISINBB
LN0007778,CUST009168,Gold Loan,4299614.85,17.45,24,213513.54,01-05-2023,11,2328958.04,Active,2,Fixed Deposit,Branch,85272.99,No,Yes,No,No,12-03-2023,State Bank of India,Public Sector,Tier-1,SBIN0001766,LA4692716732,25-04-2023,Standard,Direct Credit,Personal Need,SBININBB
LN0007779,CUST003794,Education Loan,6338425.08,8.62,24,288465.46,28-03-2023,16,2112808.36,Active,12,Property,Online,98306.65,Yes,Yes,,No,28-12-2023,Bank of Baroda,Public Sector,Tier-1,BARB0008972,LA6946442270,25-03-2023,Standard,NEFT,Professional Course,BARBINBB
LN0007780,CUST006762,Gold Loan,4601857.46,9.26,60,96108.73,06-02-2023,54,460185.75,Active,6,,Referral,60460.44,No,No,Yes,No,23-10-2023,ICICI Bank,Private Sector,Tier-1,ICIC0005887,LA9162188188,03-02-2023,Standard,NEFT,Agriculture,ICICINBB
LN0007781,CUST006336,Education Loan,1881422.86,15.32,12,170098.27,01-01-2018,7,783926.19,Closed,0,Property,Referral,33548.57,Yes,Yes,No,No,21-06-2023,State Bank of India,Public Sector,Tier-1,SBIN0002676,LA5326679050,31-12-2017,Standard,NEFT,Undergraduate,SBININBB
LN0007782,CUST007882,Business Loan,3284071.87,8.82,48,81443.87,01-08-2016,3,3078817.38,Under Review,3,Vehicle,Branch,58431.33,No,No,Yes,No,29-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0002310,LA1358444636,29-07-2016,Standard,NEFT,Equipment Purchase,SBININBB
LN0007783,CUST005170,Car Loan,6356045.21,8.2,48,155767.04,23-04-2017,7,5429121.95,Closed,5,Property,Online,43634.74,Yes,No,No,No,21-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006918,LA3484131582,16-04-2017,Standard,NEFT,New Car,ICICINBB
LN0007784,CUST000513,Personal Loan,8984482.37,12.75,180,112201.54,14-01-2020,64,5789999.75,Defaulted,6,Fixed Deposit,DSA,143588.85,No,No,Yes,Yes,13-09-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0006635,LA3784642377,01-01-2020,Loss,IMPS,Medical,PUNBINBB
LN0007785,CUST002036,Gold Loan,4912246.6,13.27,84,90086.05,21-11-2015,48,2105248.54,Active,6,Property,DSA,79254.2,No,No,No,No,30-03-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0009123,LA6668573966,08-11-2015,Standard,NEFT,Agriculture,KKBKINBB
LN0007786,CUST003535,Home Loan,5294710.24,16.42,48,151194.93,13-07-2022,48,0,Active,0,Fixed Deposit,Online,86262,No,No,,No,06-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004180,LA5295887408,02-07-2022,Standard,Cheque,Purchase,PUNBINBB
LN0007787,CUST009720,Home Loan,2918397.59,16.38,240,41436.64,08-07-2016,239,12159.99,Active,8,Fixed Deposit,Referral,55918.67,No,No,,No,29-09-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008866,LA8388266158,23-06-2016,Standard,NEFT,Plot+Construction,PUNBINBB
LN0007788,CUST006051,Business Loan,5005915.07,13.24,60,114515.91,08-02-2017,36,2002366.03,Active,6,Vehicle,DSA,90531.97,Yes,No,No,No,19-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0001675,LA7458459454,06-02-2017,Standard,IMPS,Working Capital,SBININBB
LN0007789,CUST005299,Business Loan,9448455.59,18.09,48,277992.93,23-10-2015,21,5314756.27,Defaulted,1,Gold,Mobile App,160078.91,No,Yes,No,Yes,08-02-2023,Yes Bank,Private Sector,Tier-2,YESB0009041,LA1632261161,23-10-2015,Doubtful,RTGS,Expansion,YESBINBB
LN0007790,CUST006655,Car Loan,9285161.33,15.36,48,260110.57,26-06-2016,34,2708172.05,Under Review,2,Vehicle,Referral,121397.74,No,Yes,Yes,No,11-06-2023,Axis Bank,Private Sector,Tier-1,UTIB0006961,LA6987755233,25-06-2016,Standard,Direct Credit,Two-Wheeler,AXISINBB
LN0007791,CUST009467,Gold Loan,5550956.04,13.52,24,265260.41,06-06-2019,22,462579.67,Under Review,11,Gold,Referral,37230.1,Yes,No,Yes,No,21-01-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004320,LA2609862078,03-06-2019,Standard,IMPS,Agriculture,PUNBINBB
LN0007792,CUST008963,Education Loan,1529552.75,14.47,36,52626.32,02-04-2015,28,339900.61,Defaulted,3,Fixed Deposit,Online,22524.88,No,Yes,,Yes,15-07-2023,Yes Bank,Private Sector,Tier-2,YESB0000489,LA7645350326,01-04-2015,Loss,Cheque,Undergraduate,YESBINBB
LN0007793,CUST009846,Education Loan,3709689.4,7.67,240,30271.81,20-01-2021,8,3586033.09,Closed,5,Property,Referral,57697.64,No,No,,No,30-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0009677,LA5573562862,19-01-2021,Standard,IMPS,Undergraduate,ICICINBB
LN0007794,CUST001616,Personal Loan,5204801.31,8.34,36,163917.16,20-10-2021,9,3903600.98,Under Review,2,Gold,Online,61088.97,Yes,Yes,,No,16-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0006783,LA3760542496,13-10-2021,Standard,RTGS,Home Renovation,HDFCINBB
LN0007795,CUST000591,Home Loan,6149530.44,14.59,24,296973.6,20-12-2017,24,0,Active,4,Gold,Referral,56763.35,Yes,Yes,Yes,No,31-03-2023,Axis Bank,Private Sector,Tier-1,UTIB0007484,LA4666184752,14-12-2017,Standard,IMPS,Renovation,AXISINBB
LN0007796,CUST002167,Personal Loan,8352969.21,15.4,84,163065.48,13-06-2019,27,5668086.25,Active,5,Fixed Deposit,Mobile App,144642.8,Yes,Yes,,No,17-05-2023,Union Bank of India,Public Sector,Tier-1,UBIN0006527,LA8934955430,03-06-2019,Standard,Cheque,Education,UBININBB
LN0007797,CUST002738,Gold Loan,5700473.53,8.83,48,141396.82,28-01-2018,3,5344193.93,Closed,3,Gold,Online,66879.8,No,Yes,,No,18-12-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0009135,LA1629934091,14-01-2018,Standard,RTGS,Agriculture,PUNBINBB
LN0007798,CUST005926,Education Loan,5015544.67,10.01,12,440969.39,15-04-2016,5,2925734.39,Under Review,5,Vehicle,Mobile App,98941.78,Yes,Yes,,No,14-03-2023,Axis Bank,Private Sector,Tier-1,UTIB0009364,LA9194880849,13-04-2016,Standard,NEFT,Overseas Study,AXISINBB
LN0007799,CUST005580,Home Loan,9176058.56,14.52,36,315938.42,16-08-2020,5,7901605.98,Closed,4,,Branch,103169.46,Yes,No,,No,29-03-2023,Bank of India,Public Sector,Tier-1,BKID0004226,LA9047945340,12-08-2020,Standard,RTGS,Renovation,BKIDINBB
LN0007800,CUST005038,Personal Loan,9861317.02,15.48,60,237091.99,27-10-2020,27,5423724.36,Defaulted,0,Vehicle,Online,174418.19,No,Yes,No,Yes,09-08-2023,Bank of India,Public Sector,Tier-1,BKID0001281,LA2811401689,16-10-2020,Loss,IMPS,Travel,BKIDINBB
LN0007801,CUST006651,Business Loan,3115531.96,17.5,12,284891.11,20-12-2022,9,778882.99,Under Review,4,Vehicle,Referral,46663,Yes,No,,No,17-08-2023,Canara Bank,Public Sector,Tier-1,CNRB0000264,LA2941098544,20-12-2022,Standard,IMPS,Expansion,CNRBINBB
LN0007802,CUST006581,Gold Loan,9465434.99,13.8,60,219263.9,09-02-2017,44,2524116,Under Review,2,Property,Online,159404.98,No,No,,No,31-10-2023,Canara Bank,Public Sector,Tier-1,CNRB0007444,LA2931009094,02-02-2017,Standard,Cheque,Personal Need,CNRBINBB
LN0007803,CUST009807,Gold Loan,9172671.13,15.93,240,127133.85,11-04-2017,61,6841283.88,Active,1,Gold,Mobile App,119755.05,Yes,No,No,No,11-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002936,LA9364492034,03-04-2017,Standard,IMPS,Business,ICICINBB
LN0007804,CUST007585,Home Loan,1099400.4,14.24,36,37703.18,15-03-2016,8,855089.2,Defaulted,4,,Mobile App,21698.64,Yes,No,,Yes,09-04-2023,Yes Bank,Private Sector,Tier-2,YESB0008744,LA1684369012,04-03-2016,Sub-standard,IMPS,Plot+Construction,YESBINBB
LN0007805,CUST007197,Car Loan,2366080.23,8.65,84,37649.12,01-02-2016,22,1746392.55,Active,5,,Mobile App,18922.17,Yes,No,No,No,05-09-2023,Canara Bank,Public Sector,Tier-1,CNRB0006656,LA6067789371,29-01-2016,Standard,Cheque,New Car,CNRBINBB
LN0007806,CUST004982,Home Loan,2332591.07,6.83,36,71842.47,07-09-2018,20,1036707.14,Closed,10,Property,Mobile App,18806.79,No,Yes,Yes,No,21-08-2023,State Bank of India,Public Sector,Tier-1,SBIN0009840,LA7367541195,07-09-2018,Standard,IMPS,Construction,SBININBB
LN0007807,CUST005655,Personal Loan,1792544.11,13.76,36,61056.17,17-04-2019,29,348550.24,Closed,4,Fixed Deposit,DSA,17456.83,Yes,Yes,Yes,No,27-07-2023,Axis Bank,Private Sector,Tier-1,UTIB0000736,LA3954334560,07-04-2019,Standard,NEFT,Debt Consolidation,AXISINBB
LN0007808,CUST000495,Gold Loan,1004878.67,9.54,60,21123.97,01-02-2023,37,385203.49,Defaulted,11,Gold,Branch,18430.97,No,Yes,No,Yes,17-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0004681,LA5275116984,19-01-2023,Sub-standard,Cheque,Business,HDFCINBB
LN0007809,CUST001754,Business Loan,4042386.08,8.98,240,36318.42,06-02-2015,84,2627550.95,Under Review,8,Fixed Deposit,Mobile App,77063.74,Yes,No,,No,16-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0008593,LA6196075167,02-02-2015,Standard,Cheque,Working Capital,SBININBB
LN0007810,CUST007396,Education Loan,796919.66,15.61,48,22426.07,11-12-2019,18,498074.79,Under Review,5,Fixed Deposit,Mobile App,5096.9,Yes,No,,No,20-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007691,LA3157442564,04-12-2019,Standard,IMPS,Overseas Study,HDFCINBB
LN0007811,CUST003148,Personal Loan,1756273.54,7.78,84,27181.55,13-07-2017,57,564516.5,Closed,3,Fixed Deposit,Branch,28575.39,No,Yes,Yes,No,22-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008500,LA2598478875,08-07-2017,Standard,IMPS,Education,PUNBINBB
LN0007812,CUST002819,Gold Loan,1510723.28,8.08,180,14507.12,18-09-2016,48,1107863.74,Under Review,5,Gold,Branch,10069.91,No,No,,No,01-11-2023,Indian Bank,Public Sector,Tier-2,IDIB0000235,LA8212395316,06-09-2016,Standard,RTGS,Personal Need,IDIBBINN
LN0007813,CUST006448,Business Loan,8156369.87,9.55,60,171498.31,30-05-2016,23,5029761.42,Active,8,Vehicle,Referral,57840.84,Yes,Yes,No,No,13-04-2023,Axis Bank,Private Sector,Tier-1,UTIB0002122,LA7633739632,23-05-2016,Standard,Direct Credit,Trade Finance,AXISINBB
LN0007814,CUST006591,Education Loan,7293197.82,15.03,60,173619.54,13-04-2019,9,6199218.15,Under Review,4,Property,Mobile App,98754.51,No,No,,No,04-12-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006359,LA2016044324,05-04-2019,Standard,NEFT,Undergraduate,ICICINBB
LN0007815,CUST002313,Education Loan,2546940.71,12.58,36,85302.16,21-11-2015,24,848980.24,Active,5,Gold,Branch,24943.47,Yes,No,No,No,16-02-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0006394,LA2842673395,12-11-2015,Standard,Cheque,Postgraduate,PUNBINBB
LN0007816,CUST008823,Education Loan,8545905.83,7.86,48,208069.39,21-04-2021,34,2492555.87,Under Review,12,Property,Online,107649.57,Yes,Yes,,No,10-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008850,LA2365656932,11-04-2021,Standard,Cheque,Overseas Study,HDFCINBB
LN0007817,CUST002025,Personal Loan,9325705.28,13.32,48,251669.01,04-12-2016,1,9131419.75,Defaulted,0,Fixed Deposit,Online,162083.99,No,Yes,Yes,Yes,29-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0000130,LA2921522621,01-12-2016,Sub-standard,RTGS,Wedding,HDFCINBB
LN0007818,CUST008953,Education Loan,399847.88,6.53,36,12260.4,28-07-2015,26,111068.86,Defaulted,8,Fixed Deposit,DSA,4592.81,Yes,No,Yes,Yes,09-12-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0009778,LA2801451534,26-07-2015,Doubtful,Direct Credit,Postgraduate,PUNBINBB
LN0007819,CUST006863,Business Loan,2388125.76,10.05,12,210009.73,02-09-2021,6,1194062.88,Defaulted,6,Property,Referral,35193.96,No,Yes,Yes,Yes,22-05-2023,Yes Bank,Private Sector,Tier-2,YESB0004425,LA9976904240,27-08-2021,Doubtful,Cheque,Trade Finance,YESBINBB
LN0007820,CUST008358,Personal Loan,5130134.63,16.24,48,146020.81,06-07-2015,21,2885700.73,Under Review,1,Property,Online,72182.45,No,Yes,No,No,15-10-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007916,LA2415319528,05-07-2015,Standard,NEFT,Medical,ICICINBB
LN0007821,CUST004167,Home Loan,4900994.08,7.11,84,74232.95,06-06-2022,27,3325674.55,Closed,1,Property,DSA,44962.79,Yes,Yes,Yes,No,14-07-2023,Axis Bank,Private Sector,Tier-1,UTIB0006486,LA6626660197,23-05-2022,Standard,IMPS,Plot+Construction,AXISINBB
LN0007822,CUST000764,Education Loan,6633706.14,14.06,120,103238.64,04-10-2022,116,221123.54,Defaulted,0,,DSA,117781.96,Yes,Yes,,Yes,24-09-2023,Canara Bank,Public Sector,Tier-1,CNRB0002579,LA3533427559,26-09-2022,Loss,Cheque,Overseas Study,CNRBINBB
LN0007823,CUST003790,Car Loan,4992022.99,7.55,60,100148.55,14-02-2021,15,3744017.24,Active,4,Gold,Branch,37508.91,Yes,Yes,,No,10-10-2023,Bank of Baroda,Public Sector,Tier-1,BARB0004840,LA4199047272,10-02-2021,Standard,NEFT,Used Car,BARBINBB
LN0007824,CUST002007,Personal Loan,4107009.77,17.04,60,102158.13,10-09-2016,29,2121955.05,Defaulted,6,,DSA,75064.31,No,No,No,Yes,09-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0001031,LA9490267336,26-08-2016,Standard,IMPS,Debt Consolidation,HDFCINBB
LN0007825,CUST007129,Home Loan,4348299,17.9,84,91137.15,13-12-2015,21,3261224.25,Defaulted,0,,Mobile App,73429.19,Yes,No,,Yes,03-07-2023,IndusInd Bank,Private Sector,Tier-2,INDB0002165,LA1716000179,29-11-2015,Standard,RTGS,Purchase,INDBINBB
LN0007826,CUST000026,Business Loan,7354701.62,12.82,84,133077.79,21-07-2020,49,3064459.01,Under Review,10,Property,Online,58267.56,Yes,Yes,No,No,01-01-2023,State Bank of India,Public Sector,Tier-1,SBIN0002417,LA8979230374,16-07-2020,Standard,IMPS,Equipment Purchase,SBININBB
LN0007827,CUST007332,Car Loan,7186353,7.89,120,86773.15,03-08-2017,112,479090.2,Defaulted,3,Property,DSA,83911.26,Yes,No,,Yes,13-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0004482,LA1195536544,20-07-2017,Standard,RTGS,Used Car,HDFCINBB
LN0007828,CUST005721,Personal Loan,8727404.76,9.83,84,144119.81,06-12-2017,12,7480632.65,Active,11,Gold,Branch,170772.65,No,No,Yes,No,25-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0005574,LA3847003661,02-12-2017,Standard,RTGS,Wedding,ICICINBB
LN0007829,CUST001711,Business Loan,6388778.93,17.69,48,186637.05,17-09-2017,18,3992986.83,Defaulted,8,Fixed Deposit,Mobile App,71007.51,Yes,Yes,No,Yes,17-12-2023,Axis Bank,Private Sector,Tier-1,UTIB0006395,LA9550079996,05-09-2017,Loss,NEFT,Working Capital,AXISINBB
LN0007830,CUST007738,Car Loan,2691896.96,13.33,36,91129.11,24-03-2023,7,2168472.55,Under Review,4,Gold,Branch,34305.33,No,Yes,Yes,No,01-01-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008537,LA1203301768,18-03-2023,Standard,IMPS,Two-Wheeler,PUNBINBB
LN0007831,CUST007330,Gold Loan,8133038.63,7.07,36,251385,15-04-2021,23,2936930.62,Defaulted,10,Vehicle,Online,111382.18,Yes,No,Yes,Yes,31-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0009834,LA2517805235,03-04-2021,Sub-standard,Cheque,Emergency,SBININBB
LN0007832,CUST001623,Business Loan,77057.61,13.12,48,2071.86,08-11-2018,8,64214.68,Closed,4,Fixed Deposit,Mobile App,931.05,Yes,No,No,No,01-06-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007416,LA2425864454,24-10-2018,Standard,RTGS,Working Capital,ICICINBB
LN0007833,CUST000066,Education Loan,7882718.19,13.65,240,96025.92,20-03-2020,64,5780660.01,Closed,9,Gold,DSA,99724.55,No,Yes,No,No,18-02-2023,Bank of India,Public Sector,Tier-1,BKID0005931,LA8568591943,09-03-2020,Standard,NEFT,Professional Course,BKIDINBB
LN0007834,CUST000951,Home Loan,9408841.61,14.72,84,180085.21,22-05-2021,80,448040.08,Defaulted,12,Vehicle,Online,154947.11,No,No,Yes,Yes,23-01-2023,HDFC Bank,Private Sector,Tier-1,HDFC0002461,LA7937408476,13-05-2021,Doubtful,NEFT,Renovation,HDFCINBB
LN0007835,CUST003397,Education Loan,2421541.2,11.57,12,214664.19,14-05-2018,0,2421541.2,Closed,0,,DSA,30226.21,No,No,Yes,No,25-01-2023,Bank of India,Public Sector,Tier-1,BKID0003731,LA4957159474,03-05-2018,Standard,IMPS,Postgraduate,BKIDINBB
LN0007836,CUST007355,Home Loan,5353239.72,14.34,180,72518.29,10-07-2018,17,4847655.97,Under Review,7,Gold,Referral,86136.69,No,No,Yes,No,21-12-2023,HDFC Bank,Private Sector,Tier-1,HDFC0001437,LA5256669937,25-06-2018,Standard,RTGS,Purchase,HDFCINBB
LN0007837,CUST007132,Business Loan,5192225.13,16.1,180,76620.57,20-04-2021,163,490376.82,Under Review,0,Vehicle,Online,89835.72,No,No,,No,23-07-2023,Canara Bank,Public Sector,Tier-1,CNRB0008439,LA9402448316,06-04-2021,Standard,IMPS,Expansion,CNRBINBB
LN0007838,CUST001181,Car Loan,7364852.39,7.27,180,67314.06,04-02-2015,123,2332203.26,Under Review,9,,Referral,51953.74,Yes,Yes,No,No,18-01-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0006779,LA2181125647,02-02-2015,Standard,NEFT,Two-Wheeler,KKBKINBB
LN0007839,CUST004523,Education Loan,1272868.38,10.44,120,17132.71,15-10-2015,66,572790.77,Defaulted,9,Property,Online,6387.37,Yes,No,Yes,Yes,18-08-2023,HDFC Bank,Private Sector,Tier-1,HDFC0003768,LA4936238035,30-09-2015,Doubtful,IMPS,Postgraduate,HDFCINBB
LN0007840,CUST004399,Gold Loan,1487926.03,14.41,48,40966.46,29-12-2017,24,743963.02,Active,8,Vehicle,Mobile App,28757.41,Yes,No,,No,17-12-2023,Yes Bank,Private Sector,Tier-2,YESB0003969,LA8242544138,28-12-2017,Standard,RTGS,Business,YESBINBB
LN0007841,CUST005236,Personal Loan,6097839.99,6.85,120,70330.58,05-07-2021,97,1168752.66,Active,11,,Branch,89007.25,No,Yes,,No,09-02-2023,Bank of Baroda,Public Sector,Tier-1,BARB0002025,LA5774193066,02-07-2021,Standard,NEFT,Education,BARBINBB
LN0007842,CUST004322,Gold Loan,5184823.06,13.07,24,246666.45,23-04-2021,21,648102.88,Closed,11,Fixed Deposit,Online,65476.04,Yes,Yes,No,No,19-08-2023,Bank of Baroda,Public Sector,Tier-1,BARB0001396,LA6006498117,19-04-2021,Standard,RTGS,Agriculture,BARBINBB
LN0007843,CUST000417,Car Loan,8090789.04,6.54,48,192021.98,04-05-2022,33,2528371.58,Closed,1,Vehicle,Mobile App,68003.92,No,Yes,,No,10-11-2023,Indian Bank,Public Sector,Tier-2,IDIB0004230,LA6713931201,22-04-2022,Standard,RTGS,New Car,IDIBBINN
LN0007844,CUST001617,Gold Loan,6321220.52,8.79,120,79357.9,12-07-2018,46,3898085.99,Under Review,2,Property,Online,52817.58,No,Yes,,No,25-12-2023,Axis Bank,Private Sector,Tier-1,UTIB0004542,LA4985335612,01-07-2018,Standard,NEFT,Agriculture,AXISINBB
LN0007845,CUST000097,Business Loan,2490655.22,16,48,70585.87,11-03-2015,39,466997.85,Active,5,Gold,Referral,24966.61,Yes,Yes,Yes,No,03-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0000508,LA4752509897,25-02-2015,Standard,Direct Credit,Trade Finance,ICICINBB
LN0007846,CUST007708,Home Loan,1023095,17.86,60,25902.03,22-07-2015,33,460392.75,Under Review,5,Vehicle,DSA,20227.72,Yes,No,Yes,No,20-11-2023,Canara Bank,Public Sector,Tier-1,CNRB0008389,LA2337185189,11-07-2015,Standard,RTGS,Renovation,CNRBINBB
LN0007847,CUST004433,Personal Loan,7072878.58,8.71,120,88489.95,23-10-2021,116,235762.62,Defaulted,4,,Branch,64066.03,Yes,No,,Yes,03-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0003225,LA4281176536,22-10-2021,Loss,Cheque,Debt Consolidation,SBININBB
LN0007848,CUST009612,Personal Loan,7383478.53,16.94,60,183260.34,30-08-2020,3,7014304.6,Defaulted,2,Fixed Deposit,DSA,87696.97,No,No,No,Yes,20-05-2023,IDBI Bank,Public Sector,Tier-2,IBKL0009696,LA3803214900,20-08-2020,Standard,Direct Credit,Travel,IBKLINBB
LN0007849,CUST009786,Car Loan,8107826.43,14.48,36,279000.23,20-09-2021,17,4279130.62,Active,12,Gold,Branch,89743.39,No,Yes,Yes,No,04-03-2023,Axis Bank,Private Sector,Tier-1,UTIB0004977,LA8133271183,06-09-2021,Standard,NEFT,Used Car,AXISINBB
LN0007850,CUST002848,Business Loan,5712681.87,13.52,24,272988.71,16-03-2015,16,1904227.29,Active,11,Vehicle,Branch,113539.47,Yes,No,Yes,No,23-01-2023,HDFC Bank,Private Sector,Tier-1,HDFC0001584,LA8955875910,07-03-2015,Standard,NEFT,Trade Finance,HDFCINBB
LN0007851,CUST000150,Business Loan,1150444.85,8.44,48,28323.94,11-12-2020,48,0,Defaulted,1,,Branch,13027.65,No,No,Yes,Yes,30-10-2023,Bank of India,Public Sector,Tier-1,BKID0008699,LA9368237799,26-11-2020,Sub-standard,RTGS,Equipment Purchase,BKIDINBB
LN0007852,CUST002314,Education Loan,3123362.77,17.18,60,77926.23,14-02-2023,14,2394578.12,Under Review,11,Vehicle,Online,48706.8,Yes,No,Yes,No,26-06-2023,State Bank of India,Public Sector,Tier-1,SBIN0001520,LA4623248692,05-02-2023,Standard,RTGS,Overseas Study,SBININBB
LN0007853,CUST008650,Car Loan,7212668.49,12.78,24,342158.55,22-08-2022,24,0,Under Review,4,Property,Branch,93529.67,Yes,No,No,No,23-06-2023,ICICI Bank,Private Sector,Tier-1,ICIC0009271,LA8473288999,13-08-2022,Standard,Direct Credit,New Car,ICICINBB
LN0007854,CUST001523,Education Loan,6981560.69,16.08,12,633707.33,12-12-2020,8,2327186.9,Under Review,5,,Mobile App,62047.47,No,Yes,,No,25-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008229,LA3603420123,09-12-2020,Standard,NEFT,Undergraduate,HDFCINBB
LN0007855,CUST000652,Gold Loan,6261878.55,9.76,240,59436.17,30-07-2017,33,5400870.25,Active,8,Fixed Deposit,Branch,109839.65,No,No,Yes,No,10-11-2023,State Bank of India,Public Sector,Tier-1,SBIN0000699,LA6096464614,16-07-2017,Standard,Direct Credit,Personal Need,SBININBB
LN0007856,CUST000500,Business Loan,1814881.07,10.16,24,83881.64,08-04-2022,19,378100.22,Under Review,3,Fixed Deposit,Branch,11194.03,No,No,,No,06-09-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0002468,LA2437153240,28-03-2022,Standard,IMPS,Equipment Purchase,KKBKINBB
LN0007857,CUST006404,Personal Loan,4653327.02,11.54,48,121491.6,18-01-2019,18,2908329.39,Defaulted,4,Property,Referral,49534.25,No,No,,Yes,14-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0006692,LA3973624824,12-01-2019,Loss,IMPS,Debt Consolidation,PUNBINBB
LN0007858,CUST001715,Home Loan,9079320.33,16.68,120,155960.24,11-12-2016,52,5144948.19,Closed,11,Fixed Deposit,Mobile App,54757.89,Yes,No,Yes,No,24-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0008509,LA1684241963,04-12-2016,Standard,Direct Credit,Plot+Construction,SBININBB
LN0007859,CUST002402,Personal Loan,3968718.73,10.99,48,102554.34,11-03-2018,2,3803355.45,Defaulted,0,Gold,DSA,24660.97,Yes,No,,Yes,28-10-2023,IndusInd Bank,Private Sector,Tier-2,INDB0003557,LA4779830358,05-03-2018,Loss,IMPS,Wedding,INDBINBB
LN0007860,CUST003987,Car Loan,2078605.96,7.87,180,19708.56,23-05-2020,140,461912.44,Defaulted,5,Property,Mobile App,22866.93,No,No,,Yes,13-07-2023,State Bank of India,Public Sector,Tier-1,SBIN0008257,LA5293353325,13-05-2020,Sub-standard,Cheque,Commercial Vehicle,SBININBB
LN0007861,CUST005455,Personal Loan,5076020.56,11.12,48,131488.41,08-12-2015,3,4758769.27,Closed,3,Fixed Deposit,Branch,72071.64,No,Yes,Yes,No,01-09-2023,Bank of Baroda,Public Sector,Tier-1,BARB0004625,LA9927922891,26-11-2015,Standard,IMPS,Travel,BARBINBB
LN0007862,CUST004596,Personal Loan,494876.72,14.46,36,17024.49,27-09-2018,10,357410.96,Under Review,1,Vehicle,Mobile App,4059.93,Yes,No,,No,06-06-2023,Central Bank of India,Public Sector,Tier-2,CBIN0006833,LA5950072198,20-09-2018,Standard,RTGS,Home Renovation,CBININBB
LN0007863,CUST003477,Home Loan,4204920.02,11.04,12,371716.27,24-10-2015,1,3854510.02,Active,1,Vehicle,Referral,79464.28,No,No,,No,08-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004924,LA4857323254,23-10-2015,Standard,Direct Credit,Construction,PUNBINBB
